Cryptocurrency,Date,Price
Binance Coin,20/06/2020,16.04755899180
Binance Coin,21/06/2020,16.00122608630
Binance Coin,22/06/2020,16.47528922040
Binance Coin,23/06/2020,16.42256825850
Binance Coin,24/06/2020,16.02675921320
Binance Coin,25/06/2020,15.92270883730
Binance Coin,26/06/2020,15.74922352150
Binance Coin,27/06/2020,15.18525353680
Binance Coin,28/06/2020,15.42008894330
Binance Coin,29/06/2020,15.50523206910
Binance Coin,30/06/2020,15.41358220710
Binance Coin,01/07/2020,15.82946011800
Binance Coin,02/07/2020,15.53848987060
Binance Coin,03/07/2020,15.29196244670
Binance Coin,04/07/2020,15.55298081190
Binance Coin,05/07/2020,15.48022637420
Binance Coin,06/07/2020,16.29677087480
Binance Coin,07/07/2020,16.77022629870
Binance Coin,08/07/2020,17.22765838570
Binance Coin,09/07/2020,16.88486865520
Binance Coin,10/07/2020,17.26125233890
Binance Coin,11/07/2020,17.62217919720
Binance Coin,12/07/2020,18.23654492660
Binance Coin,13/07/2020,18.40956447430
Binance Coin,14/07/2020,18.08290889880
Binance Coin,15/07/2020,17.59121573790
Binance Coin,16/07/2020,17.14384183640
Binance Coin,17/07/2020,17.08497434730
Binance Coin,18/07/2020,17.12671099680
Binance Coin,19/07/2020,17.95577935520
Binance Coin,20/07/2020,17.48470880880
Binance Coin,21/07/2020,17.71540813810
Binance Coin,22/07/2020,18.09190782140
Binance Coin,23/07/2020,18.67329625590
Binance Coin,24/07/2020,19.15290044560
Binance Coin,25/07/2020,19.77642245900
Binance Coin,26/07/2020,19.52102454770
Binance Coin,27/07/2020,19.62032781010
Binance Coin,28/07/2020,20.17354734380
Binance Coin,29/07/2020,19.89558912740
Binance Coin,30/07/2020,20.01273588520
Binance Coin,31/07/2020,20.66814639710
Binance Coin,01/08/2020,21.53043083970
Binance Coin,02/08/2020,20.94488703700
Binance Coin,03/08/2020,22.05501059230
Binance Coin,04/08/2020,22.28258637630
Binance Coin,05/08/2020,23.33621661680
Binance Coin,06/08/2020,22.70766140750
Binance Coin,07/08/2020,22.31154552860
Binance Coin,08/08/2020,22.87811915840
Binance Coin,09/08/2020,22.47553652690
Binance Coin,10/08/2020,22.61379625960
Binance Coin,11/08/2020,21.25694535450
Binance Coin,12/08/2020,21.75145047600
Binance Coin,13/08/2020,22.07554545010
Binance Coin,14/08/2020,23.06979206960
Binance Coin,15/08/2020,23.02175163930
Binance Coin,16/08/2020,23.49710175150
Binance Coin,17/08/2020,23.51010261180
Binance Coin,18/08/2020,23.06718119140
Binance Coin,19/08/2020,22.31039634700
Binance Coin,20/08/2020,23.09257602900
Binance Coin,21/08/2020,22.12899421220
Binance Coin,22/08/2020,22.23982002440
Binance Coin,23/08/2020,21.87084173250
Binance Coin,24/08/2020,22.60585255330
Binance Coin,25/08/2020,21.47536627870
Binance Coin,26/08/2020,22.27730451780
Binance Coin,27/08/2020,23.08075343510
Binance Coin,28/08/2020,23.13381187940
Binance Coin,29/08/2020,23.01127271530
Binance Coin,30/08/2020,23.64491482300
Binance Coin,31/08/2020,23.19305060740
Binance Coin,01/09/2020,24.82209626720
Binance Coin,02/09/2020,24.69036159770
Binance Coin,03/09/2020,20.61988581770
Binance Coin,04/09/2020,21.05610653000
Binance Coin,05/09/2020,19.47876723290
Binance Coin,06/09/2020,23.19066311070
Binance Coin,07/09/2020,22.39330593450
Binance Coin,08/09/2020,23.19024899450
Binance Coin,09/09/2020,24.53029092080
Binance Coin,10/09/2020,24.55988791160
Binance Coin,11/09/2020,25.45141405140
Binance Coin,12/09/2020,28.52984883640
Binance Coin,13/09/2020,31.05862971110
Binance Coin,14/09/2020,31.17864294890
Binance Coin,15/09/2020,27.20239054650
Binance Coin,16/09/2020,27.96459412240
Binance Coin,17/09/2020,26.99313027370
Binance Coin,18/09/2020,27.39948084750
Binance Coin,19/09/2020,27.25111202960
Binance Coin,20/09/2020,26.39213351290
Binance Coin,21/09/2020,23.26787966830
Binance Coin,22/09/2020,24.10074014240
Binance Coin,23/09/2020,22.85697789000
Binance Coin,24/09/2020,24.61382437000
Binance Coin,25/09/2020,24.66338794000
Binance Coin,26/09/2020,26.22118195000
Binance Coin,27/09/2020,26.19921636000
Binance Coin,28/09/2020,26.97960720000
Binance Coin,29/09/2020,28.84297964000
Binance Coin,30/09/2020,29.29087684000
Binance Coin,01/10/2020,27.43197193000
Binance Coin,02/10/2020,27.28568005000
Binance Coin,03/10/2020,28.20230993000
Binance Coin,04/10/2020,28.94385354000
Binance Coin,05/10/2020,28.65910387000
Binance Coin,06/10/2020,27.71452837000
Binance Coin,07/10/2020,27.70483612000
Binance Coin,08/10/2020,27.70531082000
Binance Coin,09/10/2020,28.44503117000
Binance Coin,10/10/2020,28.31248650000
Binance Coin,11/10/2020,28.55557992000
Binance Coin,12/10/2020,30.71468112000
Binance Coin,13/10/2020,30.70674480000
Binance Coin,14/10/2020,30.91211751000
Binance Coin,15/10/2020,31.29586457000
Binance Coin,16/10/2020,29.99489889000
Binance Coin,17/10/2020,30.24823470000
Binance Coin,18/10/2020,30.65952324000
Binance Coin,19/10/2020,29.92506724000
Binance Coin,20/10/2020,28.80344291000
Binance Coin,21/10/2020,29.77235434000
Binance Coin,22/10/2020,30.65819070000
Binance Coin,23/10/2020,30.63396067000
Binance Coin,24/10/2020,30.58882127000
Binance Coin,25/10/2020,30.10754117000
Binance Coin,26/10/2020,31.15456050000
Binance Coin,27/10/2020,31.63872183000
Binance Coin,28/10/2020,30.36350600000
Binance Coin,29/10/2020,29.84247846000
Binance Coin,30/10/2020,28.50841223000
Binance Coin,31/10/2020,28.43121469000
Binance Coin,01/11/2020,28.46156546000
Binance Coin,02/11/2020,27.88393056000
Binance Coin,03/11/2020,26.85704897000
Binance Coin,04/11/2020,26.93151415000
Binance Coin,05/11/2020,27.67585879000
Binance Coin,06/11/2020,29.01799902000
Binance Coin,07/11/2020,27.73809536000
Binance Coin,08/11/2020,28.30511560000
Binance Coin,09/11/2020,28.01802089000
Binance Coin,10/11/2020,28.19334170000
Binance Coin,11/11/2020,27.95617778000
Binance Coin,12/11/2020,27.61480668000
Binance Coin,13/11/2020,28.18217212000
Binance Coin,14/11/2020,27.93620058000
Binance Coin,15/11/2020,27.62103009000
Binance Coin,16/11/2020,28.06410953000
Binance Coin,17/11/2020,28.53058090000
Binance Coin,18/11/2020,28.07616291000
Binance Coin,19/11/2020,28.09410417000
Binance Coin,20/11/2020,28.89199739000
Binance Coin,21/11/2020,30.39129090000
Binance Coin,22/11/2020,29.92507133000
Binance Coin,23/11/2020,30.96536947000
Binance Coin,24/11/2020,33.80315145000
Binance Coin,25/11/2020,31.34296007000
Binance Coin,26/11/2020,28.20491606000
Binance Coin,27/11/2020,28.47518678000
Binance Coin,28/11/2020,29.14391133000
Binance Coin,29/11/2020,30.11760417000
Binance Coin,30/11/2020,31.39278584000
Binance Coin,01/12/2020,30.10830281000
Binance Coin,02/12/2020,30.29736127000
Binance Coin,03/12/2020,30.70443037000
Binance Coin,04/12/2020,29.07220783000
Binance Coin,05/12/2020,29.72948849000
Binance Coin,06/12/2020,29.54080394000
Binance Coin,07/12/2020,29.37813565000
Binance Coin,08/12/2020,27.63630570000
Binance Coin,09/12/2020,28.12930410000
Binance Coin,10/12/2020,27.69619012000
Binance Coin,11/12/2020,27.36100351000
Binance Coin,12/12/2020,28.16445065000
Binance Coin,13/12/2020,29.10169187000
Binance Coin,14/12/2020,30.02957848000
Binance Coin,15/12/2020,29.54728368000
Binance Coin,16/12/2020,30.49019426000
Binance Coin,17/12/2020,30.18413350000
Binance Coin,18/12/2020,30.93835975000
Binance Coin,19/12/2020,33.29635540000
Binance Coin,20/12/2020,34.16029635000
Binance Coin,21/12/2020,32.26952771000
Binance Coin,22/12/2020,33.48294761000
Binance Coin,23/12/2020,31.09789872000
Binance Coin,24/12/2020,32.50059333000
Binance Coin,25/12/2020,33.16497423000
Binance Coin,26/12/2020,33.47713920000
Binance Coin,27/12/2020,33.51184727000
Binance Coin,28/12/2020,35.84455650000
Binance Coin,29/12/2020,38.95283333000
Binance Coin,30/12/2020,38.13629984000
Binance Coin,31/12/2020,37.37603315000
Binance Coin,01/01/2021,37.90501081000
Binance Coin,02/01/2021,38.24159295000
Binance Coin,03/01/2021,41.14898038000
Binance Coin,04/01/2021,40.92635471000
Binance Coin,05/01/2021,41.73459986000
Binance Coin,06/01/2021,42.16595486000
Binance Coin,07/01/2021,43.44949061000
Binance Coin,08/01/2021,42.39531707000
Binance Coin,09/01/2021,43.93285446000
Binance Coin,10/01/2021,42.44847546000
Binance Coin,11/01/2021,38.37136193000
Binance Coin,12/01/2021,38.11160883000
Binance Coin,13/01/2021,40.13593172000
Binance Coin,14/01/2021,41.79368392000
Binance Coin,15/01/2021,40.91898077000
Binance Coin,16/01/2021,43.17182726000
Binance Coin,17/01/2021,45.68461122000
Binance Coin,18/01/2021,45.35317239000
Binance Coin,19/01/2021,42.78553342000
Binance Coin,20/01/2021,42.60689797000
Binance Coin,21/01/2021,38.64584075000
Binance Coin,22/01/2021,40.85756960000
Binance Coin,23/01/2021,40.81547960000
Binance Coin,24/01/2021,41.88160564000
Binance Coin,25/01/2021,41.62370324000
Binance Coin,26/01/2021,41.69473571000
Binance Coin,27/01/2021,40.99487847000
Binance Coin,28/01/2021,42.52910584000
Binance Coin,29/01/2021,42.85234950000
Binance Coin,30/01/2021,44.77227836000
Binance Coin,31/01/2021,44.27599213000
Binance Coin,01/02/2021,51.60769628000
Binance Coin,02/02/2021,51.05640444000
Binance Coin,03/02/2021,52.24263599000
Binance Coin,04/02/2021,55.92512552000
Binance Coin,05/02/2021,67.84556675000
Binance Coin,06/02/2021,72.73360043000
Binance Coin,07/02/2021,68.59052075000
Binance Coin,08/02/2021,79.83154155000
Binance Coin,09/02/2021,107.89927906000
Binance Coin,10/02/2021,129.73715081000
Binance Coin,11/02/2021,124.43425707000
Binance Coin,12/02/2021,136.94839191000
Binance Coin,13/02/2021,133.45268257000
Binance Coin,14/02/2021,136.42651676000
Binance Coin,15/02/2021,129.56788016000
Binance Coin,16/02/2021,130.05666054000
Binance Coin,17/02/2021,164.67009984000
Binance Coin,18/02/2021,195.93263972000
Binance Coin,19/02/2021,332.61603256000
Binance Coin,20/02/2021,255.95373113000
Binance Coin,21/02/2021,293.92359148000
Binance Coin,22/02/2021,267.50980645000
Binance Coin,23/02/2021,230.99425179000
Binance Coin,24/02/2021,254.35913166000
Binance Coin,25/02/2021,233.88595612000
Binance Coin,26/02/2021,221.68042929000
Binance Coin,27/02/2021,225.24944340000
Binance Coin,28/02/2021,209.57440411000
Binance Coin,01/03/2021,254.62993345000
Binance Coin,02/03/2021,239.52253899000
Binance Coin,03/03/2021,241.09136960000
Binance Coin,04/03/2021,229.94506397000
Binance Coin,05/03/2021,226.37256524000
Binance Coin,06/03/2021,226.66685132000
Binance Coin,07/03/2021,240.17921656000
Binance Coin,08/03/2021,240.31866521000
Binance Coin,09/03/2021,293.46322088000
Binance Coin,10/03/2021,279.35802339000
Binance Coin,11/03/2021,289.79078867000
Binance Coin,12/03/2021,263.68583121000
Binance Coin,13/03/2021,276.10469161000
Binance Coin,14/03/2021,264.63673926000
Binance Coin,15/03/2021,254.66082858000
Binance Coin,16/03/2021,258.10066992000
Binance Coin,17/03/2021,269.85484604000
Binance Coin,18/03/2021,261.70480662000
Binance Coin,19/03/2021,264.05743140000
Binance Coin,20/03/2021,264.74167667000
Binance Coin,21/03/2021,264.88616170000
Binance Coin,22/03/2021,255.90019070000
Binance Coin,23/03/2021,255.68967121000
Binance Coin,24/03/2021,249.85138142000
Binance Coin,25/03/2021,234.88542998000
Binance Coin,26/03/2021,255.10456453000
Binance Coin,27/03/2021,269.10231416000
Binance Coin,28/03/2021,269.19128686000
Binance Coin,29/03/2021,275.21461939000
Binance Coin,30/03/2021,311.42649356000
Binance Coin,31/03/2021,302.06345942000
Binance Coin,01/04/2021,335.21287849000
Binance Coin,02/04/2021,339.00772696000
Binance Coin,03/04/2021,323.13352019000
Binance Coin,04/04/2021,351.62439684000
Binance Coin,05/04/2021,367.77249051000
Binance Coin,06/04/2021,403.59076250000
Binance Coin,07/04/2021,374.65880229000
Binance Coin,08/04/2021,418.03838234000
Binance Coin,09/04/2021,453.17848235000
Binance Coin,10/04/2021,472.56034233000
Binance Coin,11/04/2021,525.38556899000
Binance Coin,12/04/2021,598.72264749000
Binance Coin,13/04/2021,549.58653697000
Binance Coin,14/04/2021,549.59186816000
Binance Coin,15/04/2021,542.63209490000
Binance Coin,16/04/2021,510.22019491000
Binance Coin,17/04/2021,520.41674735000
Binance Coin,18/04/2021,481.03425396000
Binance Coin,19/04/2021,505.09292344000
Binance Coin,20/04/2021,587.02908600000
Binance Coin,21/04/2021,546.02357326000
Binance Coin,22/04/2021,506.01300652000
Binance Coin,23/04/2021,526.56524857000
Binance Coin,24/04/2021,496.41506617000
Binance Coin,25/04/2021,505.07705473000
Binance Coin,26/04/2021,534.57769122000
Binance Coin,27/04/2021,568.47054794000
Binance Coin,28/04/2021,562.63256836000
Binance Coin,29/04/2021,599.70654210000
Binance Coin,30/04/2021,624.08056078000
Binance Coin,01/05/2021,619.34722929000
Binance Coin,02/05/2021,622.10101373000
Binance Coin,03/05/2021,675.68407747000
Binance Coin,04/05/2021,611.20030080000
Binance Coin,05/05/2021,651.66270747000
Binance Coin,06/05/2021,633.28039598000
Binance Coin,07/05/2021,624.56330073000
Binance Coin,08/05/2021,646.10081969000
Binance Coin,09/05/2021,662.22857460000
Binance Coin,10/05/2021,631.35200714000
Binance Coin,11/05/2021,672.33394593000
Binance Coin,12/05/2021,588.18519356000
Binance Coin,13/05/2021,571.43453452000
Binance Coin,14/05/2021,603.12827135000
Binance Coin,15/05/2021,563.04166633000
Binance Coin,16/05/2021,562.82985597000
Binance Coin,17/05/2021,511.96439791000
Binance Coin,18/05/2021,508.02230499000
Binance Coin,19/05/2021,339.02548616000
Binance Coin,20/05/2021,393.61277044000
Binance Coin,21/05/2021,326.29632017000
Binance Coin,22/05/2021,299.50409384000
Binance Coin,23/05/2021,262.94567329000
Binance Coin,24/05/2021,345.30963601000
Binance Coin,25/05/2021,344.11397236000
Binance Coin,26/05/2021,379.85430638000
Binance Coin,27/05/2021,367.65579371000
Binance Coin,28/05/2021,329.87991146000
Binance Coin,29/05/2021,305.05216646000
Binance Coin,30/05/2021,325.78403859000
Binance Coin,31/05/2021,354.32934483000
Binance Coin,01/06/2021,362.79464562000
Binance Coin,02/06/2021,401.26231473000
Binance Coin,03/06/2021,427.80792961000
Binance Coin,04/06/2021,391.39531064000
Binance Coin,05/06/2021,390.43184585000
Binance Coin,06/06/2021,393.82021338000
Binance Coin,07/06/2021,357.31021714000
Binance Coin,08/06/2021,354.00137418000
Binance Coin,09/06/2021,375.73467174000
Binance Coin,10/06/2021,352.18318757000
Binance Coin,11/06/2021,345.93367393000
Binance Coin,12/06/2021,343.74102005000
Binance Coin,13/06/2021,366.64895352000
Binance Coin,14/06/2021,368.79275866000
Binance Coin,15/06/2021,373.56615382000
Binance Coin,16/06/2021,347.03343605000
Binance Coin,17/06/2021,352.73851932000
Binance Coin,18/06/2021,336.80968918000
Binance Coin,19/06/2021,335.71284371000
Binance Coin,20/06/2021,340.06718574000
Binance Coin,21/06/2021,270.98443944000
Binance Coin,22/06/2021,261.81808367000
Binance Coin,23/06/2021,294.49029442000
Binance Coin,24/06/2021,308.39704667000
Binance Coin,25/06/2021,281.62090290000
Binance Coin,26/06/2021,279.43804329000
Binance Coin,27/06/2021,290.56701985000
Binance Coin,28/06/2021,289.53411822000
Binance Coin,29/06/2021,300.21154806000
Binance Coin,30/06/2021,303.29587691000
Binance Coin,01/07/2021,288.21840481000
Binance Coin,02/07/2021,287.42309381000
Binance Coin,03/07/2021,298.23711708000
Binance Coin,04/07/2021,307.73209557000
Binance Coin,05/07/2021,302.37798013000
Binance Coin,06/07/2021,320.93480178000
Binance Coin,07/07/2021,327.52000000000
Binance Coin,08/07/2021,310.43000000000
Binance Coin,09/07/2021,316.48000000000
Binance Coin,10/07/2021,316.14000000000
Binance Coin,11/07/2021,322.03000000000
Binance Coin,12/07/2021,316.33000000000
Binance Coin,13/07/2021,308.81000000000
Binance Coin,14/07/2021,309.41000000000
Binance Coin,15/07/2021,315.24000000000
Binance Coin,16/07/2021,302.99000000000
Binance Coin,17/07/2021,300.50000000000
Binance Coin,18/07/2021,302.48000000000
Binance Coin,19/07/2021,280.02000000000
Binance Coin,20/07/2021,264.78000000000
Binance Coin,21/07/2021,292.53000000000
Binance Coin,22/07/2021,293.64000000000
Binance Coin,23/07/2021,299.28000000000
Binance Coin,24/07/2021,302.07000000000
Binance Coin,25/07/2021,302.44000000000
Binance Coin,26/07/2021,304.48000000000
Binance Coin,27/07/2021,313.60000000000
Binance Coin,28/07/2021,313.43000000000
Binance Coin,29/07/2021,316.75000000000
Binance Coin,30/07/2021,322.91000000000
Binance Coin,31/07/2021,333.55000000000
Binance Coin,01/08/2021,333.48000000000
Binance Coin,02/08/2021,331.10000000000
Binance Coin,03/08/2021,322.75000000000
Binance Coin,04/08/2021,334.92000000000
Binance Coin,05/08/2021,337.87000000000
Binance Coin,06/08/2021,342.14000000000
Binance Coin,07/08/2021,355.74000000000
Binance Coin,08/08/2021,342.06000000000
Binance Coin,09/08/2021,354.97000000000
Binance Coin,10/08/2021,371.95000000000
Binance Coin,11/08/2021,391.76000000000
Binance Coin,12/08/2021,385.82000000000
Binance Coin,13/08/2021,410.94000000000
Binance Coin,14/08/2021,409.03000000000
Binance Coin,15/08/2021,414.60000000000
Binance Coin,16/08/2021,417.47000000000
Binance Coin,17/08/2021,401.91000000000
Binance Coin,18/08/2021,398.25000000000
Binance Coin,19/08/2021,430.99000000000
Binance Coin,20/08/2021,454.94000000000
Binance Coin,21/08/2021,448.92000000000
Binance Coin,22/08/2021,449.05000000000
Binance Coin,23/08/2021,499.89000000000
Binance Coin,24/08/2021,471.60000000000
Binance Coin,25/08/2021,502.79000000000
Binance Coin,26/08/2021,479.01000000000
Binance Coin,27/08/2021,494.50000000000
Binance Coin,28/08/2021,486.20000000000
Binance Coin,29/08/2021,480.28000000000
Binance Coin,30/08/2021,459.49000000000
Binance Coin,31/08/2021,464.42000000000
Binance Coin,01/09/2021,490.07000000000
Binance Coin,02/09/2021,483.92000000000
Binance Coin,03/09/2021,488.60000000000
Binance Coin,04/09/2021,498.08000000000
Binance Coin,05/09/2021,504.62000000000
Binance Coin,06/09/2021,495.93000000000
Binance Coin,07/09/2021,417.51000000000
Binance Coin,08/09/2021,415.11000000000
Binance Coin,09/09/2021,421.27000000000
Binance Coin,10/09/2021,401.62000000000
Binance Coin,11/09/2021,405.53000000000
Binance Coin,12/09/2021,416.68000000000
Binance Coin,13/09/2021,399.06000000000
Binance Coin,14/09/2021,414.24000000000
Binance Coin,15/09/2021,431.42000000000
Binance Coin,16/09/2021,424.65000000000
Binance Coin,17/09/2021,406.63000000000
Binance Coin,18/09/2021,410.81000000000
Binance Coin,19/09/2021,408.47000000000
Binance Coin,20/09/2021,361.97000000000
Binance Coin,21/09/2021,344.53000000000
Binance Coin,22/09/2021,379.44000000000
Binance Coin,23/09/2021,383.82000000000
Binance Coin,24/09/2021,355.32000000000
Binance Coin,25/09/2021,349.88000000000
Binance Coin,26/09/2021,344.18000000000
Binance Coin,27/09/2021,336.19000000000
Binance Coin,28/09/2021,333.03000000000
Binance Coin,29/09/2021,367.99000000000
Binance Coin,30/09/2021,387.06000000000
Binance Coin,01/10/2021,421.64000000000
Binance Coin,02/10/2021,428.10000000000
Binance Coin,03/10/2021,430.51000000000
Binance Coin,04/10/2021,425.75000000000
Binance Coin,05/10/2021,442.71000000000
Binance Coin,06/10/2021,435.40000000000
Binance Coin,07/10/2021,438.76000000000
Binance Coin,08/10/2021,419.10000000000
Binance Coin,09/10/2021,421.55000000000
Binance Coin,10/10/2021,405.07000000000
Binance Coin,11/10/2021,413.46000000000
Binance Coin,12/10/2021,443.87000000000
Binance Coin,13/10/2021,470.75000000000
Binance Coin,14/10/2021,472.02000000000
Binance Coin,15/10/2021,473.70000000000
Binance Coin,16/10/2021,465.64000000000
Binance Coin,17/10/2021,470.63000000000
Binance Coin,18/10/2021,485.11000000000
Binance Coin,19/10/2021,488.15000000000
Binance Coin,20/10/2021,501.02000000000
Binance Coin,21/10/2021,471.26000000000
Binance Coin,22/10/2021,478.64000000000
Binance Coin,23/10/2021,485.91000000000
Binance Coin,24/10/2021,476.63000000000
Binance Coin,25/10/2021,484.65000000000
Binance Coin,26/10/2021,478.03000000000
Binance Coin,27/10/2021,449.01000000000
Binance Coin,28/10/2021,492.02000000000
Binance Coin,29/10/2021,529.62000000000
Binance Coin,30/10/2021,527.92000000000
Binance Coin,31/10/2021,524.36000000000
Binance Coin,01/11/2021,551.26000000000
Binance Coin,02/11/2021,554.45000000000
Binance Coin,03/11/2021,568.58000000000
Binance Coin,04/11/2021,559.74000000000
Binance Coin,05/11/2021,608.65000000000
Binance Coin,06/11/2021,636.11000000000
Binance Coin,07/11/2021,650.45000000000
Binance Coin,08/11/2021,654.32000000000
Binance Coin,09/11/2021,635.19000000000
Binance Coin,10/11/2021,615.28000000000
Binance Coin,11/11/2021,629.89000000000
Binance Coin,12/11/2021,626.64000000000
Binance Coin,13/11/2021,650.10000000000
Binance Coin,14/11/2021,650.92000000000
Binance Coin,15/11/2021,633.05000000000
Binance Coin,16/11/2021,589.82000000000
Binance Coin,17/11/2021,578.09000000000
Binance Coin,18/11/2021,532.24000000000
Binance Coin,19/11/2021,581.53000000000
Binance Coin,20/11/2021,603.84000000000
Binance Coin,21/11/2021,585.29000000000
Binance Coin,22/11/2021,559.13000000000
Binance Coin,23/11/2021,591.44000000000
Binance Coin,24/11/2021,581.40000000000
Binance Coin,25/11/2021,603.73000000000
Binance Coin,26/11/2021,585.15000000000
Binance Coin,27/11/2021,600.34000000000
Binance Coin,28/11/2021,611.37000000000
Binance Coin,29/11/2021,624.31000000000
Binance Coin,30/11/2021,622.67000000000
Binance Coin,01/12/2021,627.97000000000
Binance Coin,02/12/2021,619.47000000000
Binance Coin,03/12/2021,594.64000000000
Binance Coin,04/12/2021,569.08000000000
Binance Coin,05/12/2021,557.78000000000
Binance Coin,06/12/2021,589.26000000000
Binance Coin,07/12/2021,579.69000000000
Ripple,02/10/2017,0.20267599821
Ripple,03/10/2017,0.20331799984
Ripple,04/10/2017,0.21477399766
Ripple,05/10/2017,0.23701600730
Ripple,06/10/2017,0.23403899372
Ripple,07/10/2017,0.23860999942
Ripple,08/10/2017,0.27994400263
Ripple,09/10/2017,0.25182500482
Ripple,10/10/2017,0.26073300838
Ripple,11/10/2017,0.26443898678
Ripple,12/10/2017,0.24841399491
Ripple,13/10/2017,0.26048898697
Ripple,14/10/2017,0.25731998682
Ripple,15/10/2017,0.26398301125
Ripple,16/10/2017,0.25623199344
Ripple,17/10/2017,0.23206399381
Ripple,18/10/2017,0.21852000058
Ripple,19/10/2017,0.21514999866
Ripple,20/10/2017,0.21054899693
Ripple,21/10/2017,0.21101599932
Ripple,22/10/2017,0.20417700708
Ripple,23/10/2017,0.19692799449
Ripple,24/10/2017,0.20664399862
Ripple,25/10/2017,0.20460399985
Ripple,26/10/2017,0.20362800360
Ripple,27/10/2017,0.20278500021
Ripple,28/10/2017,0.20183500648
Ripple,29/10/2017,0.20278500021
Ripple,30/10/2017,0.20271100104
Ripple,31/10/2017,0.20055800676
Ripple,01/11/2017,0.19412399828
Ripple,02/11/2017,0.20586100221
Ripple,03/11/2017,0.20813299716
Ripple,04/11/2017,0.20374999940
Ripple,05/11/2017,0.20205500722
Ripple,06/11/2017,0.20599000156
Ripple,07/11/2017,0.21035400033
Ripple,08/11/2017,0.21743699908
Ripple,09/11/2017,0.21748800576
Ripple,10/11/2017,0.20648300648
Ripple,11/11/2017,0.21042999625
Ripple,12/11/2017,0.19733899832
Ripple,13/11/2017,0.20344200730
Ripple,14/11/2017,0.20982499421
Ripple,15/11/2017,0.21295599639
Ripple,16/11/2017,0.22710700333
Ripple,17/11/2017,0.22658100724
Ripple,18/11/2017,0.22862699628
Ripple,19/11/2017,0.23101599514
Ripple,20/11/2017,0.23875899613
Ripple,21/11/2017,0.23327100277
Ripple,22/11/2017,0.23885899782
Ripple,23/11/2017,0.24240200222
Ripple,24/11/2017,0.24464200437
Ripple,25/11/2017,0.25239300728
Ripple,26/11/2017,0.24881799519
Ripple,27/11/2017,0.25392699242
Ripple,28/11/2017,0.29915198684
Ripple,29/11/2017,0.24306400120
Ripple,30/11/2017,0.25087800622
Ripple,01/12/2017,0.25569900870
Ripple,02/12/2017,0.25549200177
Ripple,03/12/2017,0.25255799294
Ripple,04/12/2017,0.25357100368
Ripple,05/12/2017,0.24610100687
Ripple,06/12/2017,0.23254400492
Ripple,07/12/2017,0.22282299399
Ripple,08/12/2017,0.25212499499
Ripple,09/12/2017,0.24470800161
Ripple,10/12/2017,0.23733299971
Ripple,11/12/2017,0.25169101357
Ripple,12/12/2017,0.37354099751
Ripple,13/12/2017,0.47106298804
Ripple,14/12/2017,0.86426299810
Ripple,15/12/2017,0.75618100166
Ripple,16/12/2017,0.75864201784
Ripple,17/12/2017,0.72836601734
Ripple,18/12/2017,0.77840697765
Ripple,19/12/2017,0.79125702381
Ripple,20/12/2017,0.77596402168
Ripple,21/12/2017,1.19306004047
Ripple,22/12/2017,1.13828003407
Ripple,23/12/2017,1.17434000969
Ripple,24/12/2017,1.04394996166
Ripple,25/12/2017,1.12232005596
Ripple,26/12/2017,1.18948996067
Ripple,27/12/2017,1.39963996410
Ripple,28/12/2017,1.43087995052
Ripple,29/12/2017,2.21460008621
Ripple,30/12/2017,2.15901994705
Ripple,31/12/2017,2.30057001114
Ripple,01/01/2018,2.39103007317
Ripple,02/01/2018,2.48090004921
Ripple,03/01/2018,3.10537004471
Ripple,04/01/2018,3.19663000107
Ripple,05/01/2018,3.04871010780
Ripple,06/01/2018,3.09397006035
Ripple,07/01/2018,3.37781000137
Ripple,08/01/2018,2.45620989799
Ripple,09/01/2018,2.10177993774
Ripple,10/01/2018,1.97492003441
Ripple,11/01/2018,1.95079994202
Ripple,12/01/2018,2.04323005676
Ripple,13/01/2018,2.02134990692
Ripple,14/01/2018,1.86118996143
Ripple,15/01/2018,1.67673003674
Ripple,16/01/2018,1.17923998833
Ripple,17/01/2018,1.30633997917
Ripple,18/01/2018,1.59658002853
Ripple,19/01/2018,1.55204999447
Ripple,20/01/2018,1.57861995697
Ripple,21/01/2018,1.38004004955
Ripple,22/01/2018,1.35734999180
Ripple,23/01/2018,1.33706998825
Ripple,24/01/2018,1.35714995861
Ripple,25/01/2018,1.31222999096
Ripple,26/01/2018,1.21727001667
Ripple,27/01/2018,1.21911001205
Ripple,28/01/2018,1.39960002899
Ripple,29/01/2018,1.32396996021
Ripple,30/01/2018,1.13856005669
Ripple,31/01/2018,1.16238999367
Ripple,01/02/2018,0.96253001690
Ripple,02/02/2018,0.88478398323
Ripple,03/02/2018,0.92404299974
Ripple,04/02/2018,0.81570297480
Ripple,05/02/2018,0.69179898500
Ripple,06/02/2018,0.77639299631
Ripple,07/02/2018,0.72389501333
Ripple,08/02/2018,0.80526298285
Ripple,09/02/2018,0.95442801714
Ripple,10/02/2018,1.07073998451
Ripple,11/02/2018,1.00416004658
Ripple,12/02/2018,1.08100998402
Ripple,13/02/2018,1.02741003036
Ripple,14/02/2018,1.14162003994
Ripple,15/02/2018,1.14686000347
Ripple,16/02/2018,1.13803005219
Ripple,17/02/2018,1.20498001575
Ripple,18/02/2018,1.12046003342
Ripple,19/02/2018,1.14442002773
Ripple,20/02/2018,1.08946001530
Ripple,21/02/2018,1.01539003849
